"","from","V1","reason"
"5914","humaabedin","hsubjectmichael_b_froman",NA
"5919","cherylmills","fromanmichaelb",NA
"5938","cherylmills","hsubjectfwwhmeetingfyi",NA
"5942","rodriguezmiguele","cherylmills",NA
"5969","mcdonoughdenisr","cherylmills",NA
"5970","cherylmills","kennedypatrickf",NA
"5971","kennedypatrickf","cherylmills",NA
"5974","reinesphilippei","cherylmills",NA
"5975","buhlcindy","cherylmills",NA
"5976","lewjacob","mchalejuditha",NA
"5978","smithdanielb","cherylmills","1.4 (D)"
"5980","smithdanielb","cherylmills","1.4 (D)"
"5985","feltmanjeffreyd","macmanusjosephe",NA
"5986","smithdanielb","cherylmills",NA
"5992","strobetalbott","cherylmills",NA
"5993","strobetalbott","hrc",NA
"5994","strobetalbott","cherylmills",NA
"5995","strobetalbott","hrc",NA
"6016","buhlcindy","cherylmills",NA
"6025","kellycraiga","valenzuelaarturoa",NA
"6035","humaabedin","hsubjectlizsherwoodrandall",NA
"6038","reinesphilippei","cherylmills",NA
"6041","sullivanjacob","hsubjectforpc",NA
"6049","humaabedin","millscd",NA
"6063","toivnoraf","cherylmills",NA
"6065","mcdonoughdenisr","cherylmills",NA
"6066","humaabedin","oscarflores",NA
"6067","valmorolona","humaabedin",NA
"6070","vermarichardr","cherylmills",NA
"6071","cherylmills","thomasfmclarty",NA
"6074","pir","evergreen",NA
"6075","pir","evergreen",NA
"6076","evergreen","pir",NA
"6085","donilonthomase","hmadamesecretarythankstom",NA
"6092","cherylmills","subjectfw/seniorstaffmeeting",NA
"6093","smithdanielb","cherylmills",NA
"6095","rodriguezmiguele","klevorickcaitlinb",NA
"6096","klevorickcaitlinb","cherylmills",NA
"6102","humaabedin","subjectfwhondurasupdate",NA
"6103","shannonthomasa","sullivanjacob",NA
"6104","kohharoldhongju","subjectattachments",NA
"6106","cherylmills","humaabedin",NA
"6107","mcdonoughdenisr","cherylmills",NA
"6108","cherylmills","mcdonoughdenisr",NA
"6109","humaabedin","cherylmills",NA
"6115","mcdonoughdenisr","humaabedin",NA
"6116","jilotylaurenc","jilotylaurenc",NA
"6124","humaabedin","hsubjectjonesaskingtotalk",NA
"6130","lewjacob","crowleyphilipj",NA
"6131","crowleyphilipj","hi",NA
"6133","mcdonoughdenisr","cherylmills",NA
"6134","cherylmills","mcdonoughdenisr",NA
"6137","kellycraiga","sullivanjacob",NA
"6138","kellycraiga","sullivanjacob",NA
"6139","kellycraiga","sullivanjacob",NA
"6140","kellycraiga","sullivanjacob",NA
"6141","smithdanielb","cherylmills",NA
"6142","cherylmills","subjectfwsomaliafyi",NA
"6145","mcdonoughdenisr","cherylmills",NA
"6147","mcdonoughdenisr","humaabedin",NA
"6158","valmorolona","humaabedin",NA
"6163","mcdonoughdenisr","cherylmills",NA
"6164","cherylmills","mcdonoughdenisr",NA
"6165","mcdonoughdenisr","cherylmills",NA
"6166","cherylmills","mcdonoughdenisr",NA
"6167","mcdonoughdenisr","cherylmills",NA
"6168","cherylmills","mcdonoughdenisr",NA
"6169","mcdonoughdenisr","cherylmills",NA
"6170","cherylmills","mcdonoughdenisr",NA
"6171","mcdonoughdenisr","cherylmills",NA
"6172","cherylmills","mcdonoughdenisr",NA
"6173","mcdonoughdenisr","cherylmills",NA
"6174","cherylmills","mcdonoughdenisr",NA
"6175","mcdonoughdenisr","cherylmills",NA
"6176","cherylmills","mcdonoughdenisr",NA
"6177","mcdonoughdenisr","cherylmills",NA
"6178","cherylmills","mcdonoughdenisr",NA
"6179","humaabedin","subjectjonesaskingtotalk",NA
"6180","caitlinklevorick","cherylmills",NA
"6184","sullivanjacob","humaabedin","1.4(D)"
"6188","gordonphiliph","sullivanjacob","1.4(D)"
"6193","rudmanmara","cherylmills",NA
"6194","rudmanmara","cherylmills",NA
"6195","humaabedin","oscarflores",NA
"6198","smithdanielb","cherylmills",NA
"6199","sullivanjacob","cherylmills",NA
"6204","smithdanielb","cherylmills",NA
"6205","humaabedin","hsubject",NA
"6206","rudmanmara","humaabedin",NA
"6207","wellsaliceg","sullivanjacob",NA
"6213","sullivanjacob","humaabedin",NA
"6214","rudmanmara","cherylmills","1.4(B),1.4(D)"
"6217","cherylmills","sullivanjacob","1.4(B),1.4(D)"
"6219","rudmanmara","cherylmills","1.4(B),1.4(D)"
"6220","rudmanmara","cherylmills","1.4(B),1.4(D)"
"6223","sullivanjacob","subjectfwfromambholbrookefyi",NA
"6226","humaabedin","sullivanjacob",NA
"6227","sullivanjacob","slotkinelissab",NA
"6228","sullivanjacob","rhodesbenjaminj",NA
"6229","gordonphiliph","humaabedin",NA
"6230","mcdonoughdenisr","cherylmills",NA
"6233","rudmanmara","cherylmills",NA
"6234","rudmanmara","cherylmills",NA
"6235","cherylmills","subjectfwthanksfyi",NA
"6236","mcdonoughdenisr","cherylmills",NA
"6237","cherylmills","andersonbrooked",NA
"6238","reinesphilippei","crowleyphilip",NA
"6244","smithdanielb","cherylmills",NA
"6251","humaabedin","sullivanjacob",NA
"6252","sullivanjacob","slotkinelissab",NA
"6253","humaabedin","sullivanjacob",NA
"6254","sullivanjacob","slotkinelissab",NA
"6255","humaabedin","cherylmills",NA
"6256","cherylmills","villarrealjose",NA
"6263","cherylmills","sullivanjacob",NA
"6265","rudmanmara","cherylmills",NA
"6266","rudmanmara","cherylmills",NA
"6269","mcdonoughdenisr","rangelrobertcivsdcherylmills",NA
"6272","sullivanjacob","humaabedin","1.4(D)"
"6273","humaabedin","hi","1.4(D)"
"6276","gordonphiliph","sullivanjacob","1.4(D)"
"6278","sullivanjacob","humaabedin","1.4(D)"
"6279","humaabedin","ihdr@clintonemailaomi","1.4(D)"
"6282","gordonphiliph","sullivanjacob","1.4(D)"
"6283","humaabedin","ih","1.4(B),1.4(D)"
"6286","gordonphiliph","sullivanjacob","1.4(B),1.4(D)"
"6288","reinesphilippei","adlercarolinee",NA
"6297","humaabedin","sullivanjacob",NA
"6298","sullivanjacob","slotkinelissab",NA
"6303","humaabedin","sullivanjacob",NA
"6304","sullivanjacob","slotkinelissab",NA
"6307","mcdonoughdenisr","rangelrobertcivsdcherylmills",NA
"6308","humaabedin","macmanusjosephe",NA
"6309","humaabedin","macmanusjosephe",NA
"6310","humaabedin","hsubjectricharditalkedtorch",NA
"6315","mcdonoughdenisr","cherylmills",NA
"6316","smithdanielb","cherylmills",NA
"6317","gordonphiliph","sullivanjacob","1.4(D)"
"6328","cherylmills","subjectfw/seniorstaffmeeting",NA
"6329","smithdanielb","cherylmills",NA
"6332","humaabedin","subjectfwarmssaletoturkey",NA
"6333","mcdonoughdenisr","cherylmills",NA
"6334","cherylmills","mcdonoughdenisr",NA
"6335","mcdonoughdenisr","cherylmills",NA
"6336","cherylmills","mcdonoughdenisr",NA
"6337","crowleyphilip","cherylmills",NA
"6338","cherylmills","smithdanielb",NA
"6339","smithdanielb","humaabedin",NA
"6340","humaabedin","cherylmills",NA
"6341","cherylmills","smithdanielb",NA
"6342","smithdanielb","cherylmills",NA
"6343","smithdanielb","cherylmills",NA
"6344","cherylmills","sullivanjacob",NA
"6345","mcdonoughdenisr","cherylmills",NA
"6346","mcdonoughdenisr","changbenjamin",NA
"6349","gordonphiliph","sullivanjacob","1.4(D)"
"6357","humaabedin","oscarflores",NA
"6358","humaabedin","oscarflores",NA
"6360","rudmanmara","cherylmills",NA
"6361","rudmanmara","cherylmills",NA
"6362","smithdanielb","ses_dutydeputies","1.4(D)"
"6366","shannonthomasa","humaabedin",NA
"6383","kellycraiga","cherylmills","1.4(A),1.4(D)"
"6384","cherylmills","kellycraiga","1.4(A),1.4(D)"
"6385","steinbergjamesb","cherylmills","1.4(A),1.4(D)"
"6389","smithdanielb","cherylmills","1.4(D),1.4(E)"
"6396","mcdonoughdenisr","cherylmills",NA
"6397","kennedypatrickf","cherylmills",NA
"6399","rudmanmara","cherylmills",NA
"6400","lewjacob","cherylmills",NA
"6408","mcdonoughdenisr","crowleyphilip",NA
"6409","crowleyphilipj","mcdonoughdenisr",NA
"6410","kohharoldhongju","sullivanjacob",NA
"6413","curtismeghanna","cherylmills",NA
"6414","steinbergjamesb","cherylmills",NA
"6415","cherylmills","thessinjamesh",NA
"6416","smithdanielb","cherylmills","1.4(D),1.4(E)"
"6422","sullivanjacob","tongkurtw","1.4(D)"
"6430","cherylmills","humaabedin",NA
"6441","mcdonoughdenisr","crowleyphilipj",NA
"6442","crowleyphilipj","mcdonoughdenisr",NA
"6446","cherylmills","sullivanjacob",NA
"6451","toivnoraf","sullivanjacob",NA
"6452","cherylmills","sullivanjacob",NA
"6453","cherylmills","cherylmills",NA
"6455","steinbergjamesb","cherylmills",NA
"6456","cherylmills","thessinjamesh",NA
"6473","mcdonoughdenisr","cherylmillscherylmills",NA
"6474","cherylmills","mcdonoughdenisr",NA
"6475","mcdonoughdenisr","cherylmills",NA
"6477","curtismeghanna","cherylmills",NA
"6482","cherylmills","humaabedin",NA
"6483","humaabedin","cherylmills",NA
"6484","cherylmills","humaabedin",NA
"6485","humaabedin","cherylmills",NA
"6486","cherylmills","sullivanjacob",NA
"6487","humaabedin","cherylmills",NA
"6488","cherylmills","humaabedin",NA
"6491","toivnoraf","sullivanjacob",NA
"6494","mcdonoughdenisr","cherylmills",NA
"6495","cherylmills","mcdonoughdenisr",NA
"6496","cherylmills","steinbergjamesb",NA
"6497","cherylmills","luchristopherp",NA
"6504","mcdonoughdenisr","cherylmills",NA
"6515","mcdonoughdenisr","cherylmills",NA
"6516","cherylmills","mcdonoughdenisr",NA
"6517","mcdonoughdenisr","cherylmills",NA
"6518","cherylmills","mcdonoughdenisr",NA
"6519","mcdonoughdenisr","cherylmills",NA
"6520","cherylmills","mcdonoughdenisr",NA
"6521","mcdonoughdenisr","cherylmills",NA
"6522","cherylmills","mcdonoughdenisr",NA
"6529","humaabedin","sullivanjacob",NA
"6530","sullivanjacob","slotkinelissab",NA
"6532","cherylmills","valmorolona",NA
"6533","mcdonoughdenisr","cherylmills",NA
"6534","cherylmills","mcdonoughdenisr",NA
"6535","cherylmills","valmorolona",NA
"6536","mcdonoughdenisr","cherylmills",NA
"6537","cherylmills","mcdonoughdenisr",NA
"6538","cherylmills","rooneymegan",NA
"6541","brimmerestherd","powersamantha",NA
"6546","sullivanjacob","humaabedin",NA
"6547","hormatsrobertd","sullivanjacob",NA
"6550","mcdonoughdenisr","cherylmills",NA
"6551","cherylmills","mcdonoughdenisr",NA
"6557","kellycraiga","sullivanjacob",NA
"6566","humaabedin","sullivanjacob",NA
"6567","sullivanjacob","slotkinelissab",NA
"6568","mcdonoughdenisr","burnswilliam",NA
"6570","lewjacob","crowleyphilipj",NA
"6571","crowleyphilipj","he",NA
"6586","mcdonoughdenisr","humaabedin",NA
"6594","mcdonoughdenisr","andersonbrooked",NA
"6595","cherylmills","vermarichardr",NA
"6596","vermarichardr","cherylmills",NA
"6600","sullivanjacob","vermarichardr",NA
"6601","vermarichardr","steinbergjamesb",NA
"6605","feldmandanielf","sullivanjacob",NA
"6610","sullivanjacob","humaabedin",NA
"6611","hormatsrobertd","sullivanjacob",NA
"6616","mcdonoughdenisr","cherylmills",NA
"6630","smithdanielb","cherylmills",NA
"6642","humaabedin","sullivanjacob",NA
"6643","sullivanjacob","slotkinelissab",NA
"6647","cherylmills","valmorolona",NA
"6648","mcdonoughdenisr","cherylmills",NA
"6649","cherylmills","mcdonoughdenisr",NA
"6653","smithdanielb","cherylmills",NA
"6676","brimmerestherd","powersamantha",NA
"6679","cherylmills","kennedypatrickf",NA
"6680","kennedypatrickf","cherylmills",NA
"6692","cherylmills","burnswilliam",NA
"6693","mcdonoughdenisr","burnswilliam",NA
"6694","smithdanielb","humaabedin",NA
"6695","sullivanjacob","vermarichardr",NA
"6696","vermarichardr","steinbergjamesb",NA
"6697","brimmerestherd","powersamantha",NA
"6702","hormatsrobertd","marantisdemetriosj",NA
"6712","smithdanielb","cherylmills",NA
"6715","cherylmills","brimmerestherd",NA
"6716","brimmerestherd","powersamantha",NA
"6717","mcdonoughdenisr","cherylmills",NA
"6718","cherylmills","mcdonoughdenisr",NA
"6723","sullivanjacob","humaabedin",NA
"6724","hormatsrobertd","sullivanjacob",NA
"6771","pascualcarlos","cherylmills",NA
"6776","sullivanjacob","cherylmills",NA
"6777","cherylmills","sullivanjacob",NA
"6781","sullivanjacob","cherylmills",NA
"6782","cherylmills","sullivanjacob",NA
"6786","sullivanjacob","cherylmills",NA
"6802","humaabedin","sullivanjacob",NA
"6803","sullivanjacob","slotkinelissab",NA
"6812","humaabedin","tdr@clintonemailcomi",NA
"6813","brimmerestherd","sullivanjacob",NA
"6814","sullivanjacob","macmanusjosephe",NA
"6817","vermarichardr","sullivanjacob",NA
"6820","sullivanjacob","cherylmills",NA
"6821","sullivanjacob","cherylmills",NA
"6822","cherylmills","sullivanjacob",NA
"6827","mcdonoughdenisr","crowleyphilipj",NA
"6828","crowleyphilipj","mcdonoughdenisr",NA
"6833","klevorickcaitlinb","cherylmills",NA
"6847","sullivanjacob","humaabedin","1.4(B),1.4(D)"
"6848","humaabedin","ihi","1.4(B),1.4(D)"
"6851","gordonphiliph","sullivanjacob","1.4(B),1.4(D)"
"6860","pascualcarlos","cherylmills",NA
"6862","cherylmills","sullivanjacob",NA
"6864","rudmanmara","cherylmills",NA
"6865","rudmanmara","cherylmills",NA
"6884","rudmanmara","cherylmills","1.4(B),1.4(D)"
"6899","rudmanmara","cherylmills",NA
"6900","rudmanmara","cherylmills",NA
"6909","mcdonoughdenisr","crowleyphilipj",NA
"6910","crowleyphilipj","mcdonoughdenisr",NA
"6913","cherylmills","fromanmichaelb",NA
"6914","cherylmills","luriemiked",NA
"6923","sullivanjacob","humaabedin","1.4(B),1.4(D)"
"6927","gordonphiliph","sullivanjacob","1.4(B),1.4(D)"
"6930","annemarieslaughter","humaabedin",NA
"6931","humaabedin","reinesphilippei",NA
"6932","reinesphilippei","cherylmills",NA
"6933","cherylmills","reinesphilippei",NA
"6934","reinesphilippei","cherylmills",NA
"6935","cherylmills","humaabedin",NA
"6936","humaabedin","cherylmills",NA
"6937","cherylmills","humaabedin",NA
"6938","mcdonoughdenisr","cherylmills",NA
"6939","cherylmills","mcdonoughdenisr",NA
"6940","mcdonoughdenisr","cherylmills",NA
"6941","cherylmills","sullivanjacob",NA
"6942","muscatinelissa","cherylmills",NA
"6966","cherylmills","valmorolona",NA
"6967","mcdonoughdenisr","cherylmills",NA
"6968","cherylmills","mcdonoughdenisr",NA
"6971","mcdonoughdenisr","burnswilliam",NA
"6974","vermarichardr","cherylmills",NA
"6975","cherylmills","vermarichardr",NA
"6976","vermarichardr","cherylmills",NA
"6977","cherylmills","kennedypatrickf",NA
"6978","kennedypatrickf","cherylmills",NA
"6979","cherylmills","smithdanielb",NA
"6980","smithdanielb","cherylmills",NA
"6983","mcdonoughdenisr","rangelrobertcivsdcherylmills",NA
"6991","gordonphiliph","sullivanjacob","1.4(B),1.4(D)"
"7001","kohharoldhongju","macmanusjosephe",NA
"7015","humaabedin","sullivanjacob",NA
"7016","sullivanjacob","slotkinelissab",NA
"7021","mcdonoughdenisr","cherylmills",NA
"7024","gordonphiliph","sullivanjacob","1.4(B),1.4(D)"
"7027","annemarieslaughter","cherylmills",NA
"7030","pascualcarlos","cherylmills",NA
"7046","klevorickcaitlinb","cherylmills",NA
"7057","steinbergjamesb","cherylmills",NA
"7058","cherylmills","thessinjamesh",NA
"7061","cherylmills","humaabedin",NA
"7064","opsnewsticker","newsmahogany",NA
"7065","opsnewsticker","newseur",NA
"7068","opsnewsticker","newsiraq",NA
"7071","hammermichaela","sullivanjacob",NA
"7072","opsnewsticker","newslibya",NA
"7074","opsnewsticker","newsmahogany",NA
"7075","opsnewsticker","newsaf",NA
"7076","opsnewsticker","newsmahogany",NA
"7077","rodriguezmiguele","kimsungy",NA
"7081","opsnewsticker","newsmahogany",NA
"7082","opsnewsticker","syriaunrest",NA
"7083","opsnewsticker","newsmahogany",NA
"7084","opsnewsticker","newsmahogany",NA
"7085","humaabedin","i",NA
"7086","opsnewsticker","newsmahogany",NA
"7093","opsnewsticker","newsmahogany",NA
"7094","opsnewsticker","newsmahogany",NA
"7095","nidesthomasr","sullivanjacob",NA
"7096","nidesthomasr","atisch",NA
"7097","opsnewsticker","newsmahogany",NA
"7098","opsnewsticker","newsmahogany",NA
"7099","opsnewsticker","newsnea",NA
"7101","opsnewsticker","newsmahogany",NA
"7102","opsnewsticker","newsnea",NA
"7106","opsnewsticker","newsmahogany",NA
"7107","opsnewsticker","newseur",NA
"7108","opsnewsticker","newsmahogany",NA
"7109","opsnewsticker","newsmahogany",NA
"7110","opsnewsticker","newsmahogany",NA
"7119","opsnewsticker","newsiraq",NA
"7120","opsnewsticker","newsmahogany",NA
"7121","mertenkennethh","cherylmills",NA
"7122","louispierrea","mertenkennethh",NA
"7123","louispierrea","mertenkennethh",NA
"7124","rodriguezmiguele","cherylmills",NA
"7125","opsnewsticker","newshaiti",NA
"7126","opsnewsticker","newsmahogany",NA
"7127","opsnewsticker","newsmahogany",NA
"7137","opsnewsticker","newsiraq",NA
"7138","opsnewsticker","newsmahogany",NA
"7140","opsnewsticker","newsmahogany",NA
"7141","opsnewsticker","newsmahogany",NA
"7144","opsnewsticker","newshaiti",NA
"7145","opsnewsticker","newsi",NA
"7150","opsnewsticker","newsmahogany",NA
"7151","opsnewsticker","newsmahogany",NA
"7152","cherylmills","blakerobert","1.4(D)"
"7154","kohharoldhongju","burnswilliam",NA
"7155","opsnewsticker","newsmahogany",NA
"7156","opsnewsticker","newsmahogany",NA
"7158","hammermichaela","cherylmills",NA
"7161","ivalmoro","humaabedin",NA
"7168","opsnewsticker","newsnea",NA
"7169","opsnewsticker","newsmahogany",NA
"7170","kohharoldhongju","burnswilliam",NA
"7173","opsnewsticker","newschina",NA
"7174","opsnewsticker","newschina",NA
"7175","opsnewsticker","newsmahogany",NA
"7176","opsnewsticker","newsmahogany",NA
"7182","opsnewsticker","newsmahogany",NA
"7183","opsnewsticker","newsmahogany",NA
"7185","opsnewsticker","newsmahogany",NA
"7186","opsnewsticker","newsmahogany",NA
"7189","klevorickcaitlinb","cherylmills",NA
"7190","opsnewsticker","newsmahogany",NA
"7191","opsnewsticker","newsiraq",NA
"7192","opsnewsticker","newsmahogany",NA
"7193","opsnewsticker","newsmahogany",NA
"7196","reinesphilippei","cherylmills","1.4(D)"
"7197","cherylmills","reinesphilippei","1.4(D)"
"7204","opsnewsticker","newsmahogany",NA
"7205","opsnewsticker","newsmahogany",NA
"7206","opsnewsticker","newsmahogany",NA
"7207","opsnewsticker","newsmahogany",NA
"7208","nidesthomasr","millscheryl",NA
"7209","opsnewsticker","newsmahogany",NA
"7210","opsnewsticker","newseur",NA
"7211","opsnewsticker","newsmahogany",NA
"7212","opsnewsticker","newsmahogany",NA
"7213","opsnewsticker","newsmahogany",NA
"7214","opsnewsticker","newsnea",NA
"7215","feltmanjeffreyd","rodriguezmiguele",NA
"7216","rodriguezmiguele","cherylmills",NA
"7217","feltmanjeffreyd","gordonphiliph","1.4(B),1.4(D)"
"7218","gordonphiliph","ricesusane","1.4(B),1.4(D)"
"7219","gordonphiliph","solomontaland","1.4(B),1.4(D)"
"7223","cherylmills","eizenstatstuart",NA
"7224","opsnewsticker","newsmahogany",NA
"7225","opsnewsticker","newshaiti",NA
"7226","rodriguezmiguele","cherylmills",NA
"7227","opsnewsticker","newsca",NA
"7228","opsnewsticker","newsrussia",NA
"7229","rodriguezmiguele","ricciardonefrancis",NA
"7230","cherylmills","eizenstatstuart",NA
"7231","mertenkennethh","cherylmills",NA
"7232","opsnewsticker","newslibya",NA
"7233","opsnewsticker","newsmahogany",NA
"7234","opsnewsticker","newsmahogany",NA
"7235","opsnewsticker","newsmahogany",NA
"7236","opsnewsticker","newsmahogany",NA
"7237","opsnewsticker","newskorea",NA
"7238","opsnewsticker","newsmahogany",NA
"7241","opsnewsticker","newsnea",NA
"7242","opsnewsticker","newsmahogany",NA
"7243","opsnewsticker","newskorea",NA
"7244","opsnewsticker","newsafghanistan",NA
"7245","kennedypatrickf","rodriguezmiguele",NA
"7246","rodriguezmiguele","ricciardonefrancis",NA
"7247","opsnewsticker","newsmahogany",NA
"7248","opsnewsticker","newsmahogany",NA
"7251","cherylmills","eizenstatstuart",NA
"7252","opsnewsticker","newsca",NA
"7253","opsnewsticker","newschina",NA
"7258","opsnewsticker","newsmahogany",NA
"7259","sullivanjacob","jimkennedy",NA
"7260","opsnewsticker","newsmahogany",NA
"7263","valmorolona","humaabedin",NA
"7264","valmorolona","valmorolona",NA
"7265","cherylmills","kristofnicholas",NA
"7266","opsnewsticker","newsmahogany",NA
"7267","hormatsrobertd","sullivanjacob",NA
"7268","opsnewsticker","newsmahogany",NA
"7269","feltmanjeffreyd","sullivanjacob",NA
"7272","opsnewsticker","newsmahogany",NA
"7273","opsnewsticker","newsmahogany",NA
"7274","wellsaliceg","sullivanjacob",NA
"7277","feltmanjeffreyd","sullivanjacob","1.4(B),1.4(D)"
"7280","meehanbernadettem","millscheryl",NA
"7281","opsnewsticker","newsmahogany",NA
"7282","shermanwendyr","helgamariaschmid","1.4(D)"
"7283","opsnewsticker","newsyemen",NA
"7284","opsnewsticker","newsmahogany",NA
"7285","burnswilliam","cherylmills",NA
"7286","cherylmills","burnswilliam",NA
"7287","opsnewsticker","newseur",NA
"7288","opsnewsticker","newseur",NA
"7289","humaabedin","valmorou",NA
"7294","feldmandanielf","grossmanmarci","1.4(B),1.4(D)"
"7295","rodriguezmiguele","cherylmills",NA
"7297","toivnoraf","millscheryl",NA
"7298","meehanbernadettem","meehanbernadettem",NA
"7299","meehanbernadettem","cherylmills",NA
"7301","opsnewsticker","newsmahogany",NA
"7302","opsnewsticker","newsnea",NA
"7303","opsnewsticker","newsiran",NA
"7304","opsnewsticker","newseur",NA
"7305","opsnewsticker","newsmahogany",NA
"7306","opsnewsticker","newsmahogany",NA
"7307","opsnewsticker","newsmahogany",NA
"7308","opsnewsticker","newsmahogany",NA
"7309","sullivanjacob","mcauliffemarisas",NA
"7310","mullstephend","cherylmills",NA
"7311","opsnewsticker","newsiran",NA
"7312","goosbyeric","cherylmills",NA
"7313","aclb","sullivanjacob","1.4(B),1.4(D)"
"7314","sullivanjacob","aclb","1.4(B),1.4(D)"
"7318","opsnewsticker","newsmahogany",NA
"7319","opsnewsticker","newsmahogany",NA
"7320","opsnewsticker","newsmahogany",NA
"7321","aclb","sullivanjacob","1.4(B),1.4(D)"
"7322","opsnewsticker","newsaf",NA
"7323","opsnewsticker","newsubya",NA
"7324","opsnewsticker","newsmahogany",NA
"7325","opsnewsticker","newsmahogany",NA
"7326","opsnewsticker","newsi",NA
"7327","opsnewsticker","newsmahogany",NA
"7328","mullstephend","cherylmills",NA
"7329","opsnewsticker","newsafghanistan",NA
"7330","opsnewsticker","newsmahogany",NA
"7331","opsnewsticker","newsmahogany",NA
"7332","opsnewsticker","newsmahogany",NA
"7334","burnswilliam","jeffreyjamesf","1.4(B),1.4(D)"
"7335","burnswilliam","jeffreyjamesf","1.4(B),1.4(D)"
"7336","pascualcarlos","cherylmills",NA
"7338","opsnewsticker","newsi",NA
"7340","opsnewsticker","newsmahogany",NA
"7341","mullstephend","schmiererrichardj",NA
"7342","mullstephend","schmiererrichardj",NA
"7348","opsnewsticker","newsmahogany",NA
"7349","opsnewsticker","newsmahogany",NA
"7350","opsnewsticker","newsafghanistan",NA
"7351","opsnewsticker","newsmahogany",NA
"7352","opsnewsticker","newsmahogany",NA
"7353","opsnewsticker","newsmahogany",NA
"7355","opsnewsticker","newsmahogany",NA
"7356","opsnewsticker","newsmahogany",NA
"7357","opsnewsticker","newsmahogany",NA
"7360","hammermichaela","cherylmills",NA
"7361","opsnewsticker","newsmahogany",NA
"7362","opsnewsticker","newseur",NA
"7363","toivnoraf","millscheryl",NA
"7364","reinesphilippei","klevorickcaitlinb",NA
"7365","klevorickcaitlinb","cherylmills",NA
"7369","opsnewsticker","newsmahogany",NA
"7370","haledavidm","sullivanjacob","1.4(B),1.4(D)"
"7371","haledavidm","aclb","1.4(B),1.4(D)"
"7372","aclb","haledavidm","1.4(B),1.4(D)"
"7373","mertenkennethh","cherylmills",NA
"7377","haledavidm","sullivanjacob","1.4(B),1.4(D)"
"7378","haledavidm","aclb","1.4(B),1.4(D)"
"7379","aclb","haledavidm","1.4(B),1.4(D)"
"7380","opsnewsticker","newsmahogany",NA
"7381","feltmanjeffreyd","dibblephilol",NA
"7382","opsnewsticker","newsmahogany",NA
"7383","opsnewsticker","newsmahogany",NA
"7384","opsnewsticker","newslibya",NA
"7385","opsnewsticker","newsmahogany",NA
"7386","opsnewsticker","newsmahogany",NA
"7388","feltmanjeffreyd","sullivanjacob","1.4(D)"
"7390","opsnewsticker","newsmahogany",NA
"7391","opsnewsticker","newsnea",NA
"7392","opsnewsticker","newsmahogany",NA
"7393","hormatsrobertd","sullivanjacob",NA
"7394","opsnewsticker","newsmahogany",NA
"7395","opsnewsticker","newsnea",NA
"7396","opsnewsticker","newsmahogany",NA
"7397","toivnoraf","cherylmills",NA
"7399","pir","evercreenreply",NA
"7401","cherylmills","humaabedin",NA
"7402","humaabedin","cherylmills",NA
"7403","opsnewsticker","newsmahogany",NA
"7404","opsnewsticker","newseur",NA
"7407","opsnewsticker","newsmahogany",NA
"7408","opsnewsticker","newsmahogany",NA
"7409","opsnewsticker","newsmahogany",NA
"7414","abbaszadehnima","wellsaliceg",NA
"7417","sullivanjacob","releaseinpart","1.4(B)(D)"
"7418","hormatsrobertd","sullivanjacob","1.4(B)(D)"
"7419","smithdanielb","hormatsrobertd","1.4(B)(D)"
"7420","hormatsrobertd","smithdanielb","1.4(B)(D)"
"7421","smithdanielb","hormatsrobertd","1.4(B)(D)"
"7422","hormatsrobertd","smithdanielb","1.4(B)(D)"
"7423","smithdanielb","hormatsrobertd","1.4(B)(D)"
"7424","hormatsrobertd","smithdanielb","1.4(B)(D)"
"7425","smithdanielb","hormatsrobertd","1.4(B)(D)"
"7426","smithdanielb","hormatsrobertd","1.4(B)(D)"
"7427","reinesphilippei","russorobertv",NA
"7428","abbaszadehnima","wellsaliceg",NA
"7434","mullstephend","cherylmills",NA
"7435","cherylmills","mullstephend",NA
"7436","mullstephend","cherylmills",NA
"7437","cherylmills","mullstephend",NA
"7438","opsnewsticker","newsaf",NA
"7439","abbaszadehnima","wellsaliceg",NA
"7440","opsnewsticker","newsmahogany",NA
"7441","opsnewsticker","newsmahogany",NA
"7442","opsnewsticker","newsmahogany",NA
"7444","opsnewsticker","newsubya",NA
"7445","sullivanjacob","iht",NA
"7448","jacobsonrobertas","cherylmills",NA
"7449","opsnewsticker","newsmahogany",NA
"7450","opsnewsticker","newsmahogany",NA
"7453","abbaszadehnima","wellsaliceg",NA
"7458","opsnewsticker","newsmahogany",NA
"7459","opsnewsticker","newsmahogany",NA
"7460","humaabedin","russorv",NA
"7464","opsnewsticker","newsmahogany",NA
"7465","opsnewsticker","newsmahogany",NA
"7466","opsnewsticker","newsafghanistan",NA
"7467","opsnewsticker","newsmahogany",NA
"7469","opsnewsticker","newsmahogany",NA
"7470","hammermichaela","cherylmills",NA
"7471","rodriguezmiguele","cherylmills",NA
"7472","haledavidm","wellsaliceg",NA
"7475","evergreen","pir",NA
"7479","opsnewsticker","newsmahogany",NA
"7482","reynosojulissa","cherylmills",NA
"7485","opsnewsticker","newsmahogany",NA
"7487","opsnewsticker","newseur",NA
"7488","hammermichaela","gordonphilipft",NA
"7489","opsnewsticker","newsmahogany",NA
"7490","cherylmills","barnettrobert",NA
"7491","cherylmills","barnettrobert",NA
"7492","toivnoraf","cherylmills",NA
"7493","opsnewsticker","newsmahogany",NA
"7494","opsnewsticker","newsmahogany",NA
